address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
3405 3 AVENUE,Bronx,BX,2117399,2371.0,50.0,2012-10-27,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34995105X,102712CNETZ01,-73.90742435,40.82856931,2117399.0,12,0,0,0,,3405 3 AVENUEBronx
341 AVENUE U,Brooklyn,BK,3191545,7104.0,258.0,2012-07-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97180655,40.59737881,3191545.0,7,0,0,0,cases/341 AVENUE U_BROOKLYN_2012-07-20T00:00:00.csv,341 AVENUE UBrooklyn
341 LENOX AVENUE,Manhattan,MN,1057908,1912.0,30.0,2016-04-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94481801,40.80937499,1057908.0,64,5,13,0,cases/341 LENOX AVENUE_MANHATTAN_2016-04-10T00:00:00.csv,341 LENOX AVENUEManhattan
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449.0,6.0,2015-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90916909,40.70098660000001,4437717.0,26,0,1,0,cases/341 ST NICHOLAS AVENUE_QUEENS_2015-04-26T00:00:00.csv,341 ST NICHOLAS AVENUEQueens
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449.0,6.0,2013-09-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030504Z,,-73.90916909,40.70098660000001,4437717.0,26,1,2,0,cases/341 ST NICHOLAS AVENUE_QUEENS_2013-09-22T00:00:00.csv,341 ST NICHOLAS AVENUEQueens
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449.0,6.0,2013-09-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35029601M,,-73.90916909,40.70098660000001,4437717.0,26,1,2,0,cases/341 ST NICHOLAS AVENUE_QUEENS_2013-09-22T00:00:00.csv,341 ST NICHOLAS AVENUEQueens
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449.0,6.0,2015-04-22,PLEASE SEE COMPLAINT NUMBER,,,-73.90916909,40.70098660000001,4437717.0,26,0,1,0,cases/341 ST NICHOLAS AVENUE_QUEENS_2015-04-22T00:00:00.csv,341 ST NICHOLAS AVENUEQueens
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871.0,35.0,2013-09-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189,3108681.0,174,1,4,2,cases/3411 CHURCH AVENUE_BROOKLYN_2013-09-29T00:00:00.csv,3411 CHURCH AVENUEBrooklyn
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871.0,35.0,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189,3108681.0,174,0,3,1,cases/3411 CHURCH AVENUE_BROOKLYN_2014-05-18T00:00:00.csv,3411 CHURCH AVENUEBrooklyn
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871.0,35.0,2015-01-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117982P,013015CNEJM01,-73.94522678,40.65128189,3108681.0,174,0,1,0,cases/3411 CHURCH AVENUE_BROOKLYN_2015-01-30T00:00:00.csv,3411 CHURCH AVENUEBrooklyn
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871.0,35.0,2014-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189,3108681.0,174,0,4,2,cases/3411 CHURCH AVENUE_BROOKLYN_2014-01-17T00:00:00.csv,3411 CHURCH AVENUEBrooklyn
3412 FULTON STREET,Brooklyn,BK,3092914,4149.0,26.0,2013-09-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86971448,40.68413623,3092914.0,42,3,20,0,cases/3412 FULTON STREET_BROOKLYN_2013-09-07T00:00:00.csv,3412 FULTON STREETBrooklyn
3419 STEINWAY STREET,Queens,QN,4430185,673.0,16.0,2017-06-09,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35245449N,031017PAERR01,-73.92085776,40.756239799999996,4430185.0,0,0,0,0,,3419 STEINWAY STREETQueens
3424 BROADWAY,Manhattan,MN,1061726,2071.0,1.0,2013-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9526985,40.82266548,1061726.0,207,0,3,0,cases/3424 BROADWAY_MANHATTAN_2013-06-01T00:00:00.csv,3424 BROADWAYManhattan
3441 JEROME AVENUE,Bronx,BX,2017715,3324.0,160.0,2015-12-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8832905,40.88134421,2017715.0,6,0,0,0,cases/3441 JEROME AVENUE_BRONX_2015-12-11T00:00:00.csv,3441 JEROME AVENUEBronx
3454 BROADWAY,Manhattan,MN,1061776,2072.0,64.0,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95209896,40.82355831,1061776.0,24,0,0,0,cases/3454 BROADWAY_MANHATTAN_2013-12-13T00:00:00.csv,3454 BROADWAYManhattan
3454 BROADWAY,Manhattan,MN,1061776,2072.0,64.0,2014-10-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95209896,40.82355831,1061776.0,24,0,1,0,cases/3454 BROADWAY_MANHATTAN_2014-10-04T00:00:00.csv,3454 BROADWAYManhattan
347 BROADWAY,Brooklyn,BK,3063596,2462.0,24.0,2015-09-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445,3063596.0,41,0,0,0,cases/347 BROADWAY_BROOKLYN_2015-09-18T00:00:00.csv,347 BROADWAYBrooklyn
347 BROADWAY,Brooklyn,BK,3063596,2462.0,24.0,2016-03-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445,3063596.0,41,1,2,0,cases/347 BROADWAY_BROOKLYN_2016-03-12T00:00:00.csv,347 BROADWAYBrooklyn
347 BROADWAY,Brooklyn,BK,3063596,2462.0,24.0,2015-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445,3063596.0,41,0,0,0,cases/347 BROADWAY_BROOKLYN_2015-03-29T00:00:00.csv,347 BROADWAYBrooklyn
347 BROADWAY,Brooklyn,BK,3063596,2462.0,24.0,2012-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445,3063596.0,41,0,10,0,cases/347 BROADWAY_BROOKLYN_2012-10-12T00:00:00.csv,347 BROADWAYBrooklyn
348 WEST 52 STREET,Manhattan,MN,1025216,1042.0,51.0,2014-05-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98695105,40.76403551,1025216.0,19,0,2,0,cases/348 WEST 52 STREET_MANHATTAN_2014-05-03T00:00:00.csv,348 WEST 52 STREETManhattan
3489 JEROME AVENUE,Bronx,BX,2017712,3324.0,146.0,2017-06-16,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35244513Y,061617CNESC03,-73.8825143,40.88201224,2017712.0,17,1,3,0,cases/3489 JEROME AVENUE_BRONX_2017-06-16T00:00:00.csv,3489 JEROME AVENUEBronx
349 BROADWAY,Brooklyn,BK,3063595,2462.0,23.0,2016-10-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95574167,40.70792236,3063595.0,25,0,6,0,cases/349 BROADWAY_BROOKLYN_2016-10-01T00:00:00.csv,349 BROADWAYBrooklyn
35-35 STEINWAY STREET,Queens,QN,4010879,669.0,8.0,2014-12-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35096649L,121314PANELC01/02,-73.92258029999999,40.75411186,4010879.0,37,1,6,0,cases/35-35 STEINWAY STREET_QUEENS_2014-12-13T00:00:00.csv,35-35 STEINWAY STREETQueens
35-35 STEINWAY STREET,Queens,QN,4010879,669.0,8.0,2014-12-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117700H,121314PANELC01/02,-73.92258029999999,40.75411186,4010879.0,37,1,6,0,cases/35-35 STEINWAY STREET_QUEENS_2014-12-13T00:00:00.csv,35-35 STEINWAY STREETQueens
35-35 STEINWAY STREET,Queens,QN,4010879,669.0,8.0,2014-06-08,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095706Y,060814CNEAC01,-73.92258029999999,40.75411186,4010879.0,37,2,4,0,cases/35-35 STEINWAY STREET_QUEENS_2014-06-08T00:00:00.csv,35-35 STEINWAY STREETQueens
35-35 STEINWAY STREET,Queens,QN,4010879,669.0,8.0,2013-02-02,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000480X,020213PANEDR01,-73.92258029999999,40.75411186,4010879.0,37,0,2,0,cases/35-35 STEINWAY STREET_QUEENS_2013-02-02T00:00:00.csv,35-35 STEINWAY STREETQueens
35-66 95 STREET,Queens,QN,4036171,1468.0,36.0,2013-10-06,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065311M,,-73.87258940000001,40.75124676,4036171.0,6,0,1,0,cases/35-66 95 STREET_QUEENS_2013-10-06T00:00:00.csv,35-66 95 STREETQueens
35-66 95 STREET,Queens,QN,4036171,1468.0,36.0,2013-10-06,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065310K,,-73.87258940000001,40.75124676,4036171.0,6,0,1,0,cases/35-66 95 STREET_QUEENS_2013-10-06T00:00:00.csv,35-66 95 STREETQueens
350 5 AVENUE,Brooklyn,BK,3021057,981.0,111.0,2012-09-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98504506,40.67237714,3021057.0,67,1,8,0,cases/350 5 AVENUE_BROOKLYN_2012-09-08T00:00:00.csv,350 5 AVENUEBrooklyn
350 EAST 85 STREET,Manhattan,MN,1049969,1547.0,31.0,2012-09-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955599Z,092112CERAC01,-73.95051783,40.77622139,1049969.0,124,0,2,0,cases/350 EAST 85 STREET_MANHATTAN_2012-09-22T00:00:00.csv,350 EAST 85 STREETManhattan
350 MESEROLE STREET,Brooklyn,BK,3071191,3056.0,35.0,2017-03-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93436386,40.70860508,3071191.0,21,0,4,0,cases/350 MESEROLE STREET_BROOKLYN_2017-03-11T00:00:00.csv,350 MESEROLE STREETBrooklyn
350 PORT RICHMOND AVENUE,Staten Island,SI,5025698,1091.0,32.0,2013-03-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985274H,,-74.13692795,40.63331268,5025698.0,98,0,1,0,cases/350 PORT RICHMOND AVENUE_STATEN ISLAND_2013-03-29T00:00:00.csv,350 PORT RICHMOND AVENUEStaten Island
351 WEST 16 STREET,Manhattan,MN,1088885,740.0,7502.0,2014-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00342683,40.74229485,1088885.0,4,0,0,0,,351 WEST 16 STREETManhattan
3534 BROADWAY,Manhattan,MN,1061922,2076.0,61.0,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95023369,40.82602927,1061922.0,84,0,2,0,cases/3534 BROADWAY_MANHATTAN_2013-12-13T00:00:00.csv,3534 BROADWAYManhattan
354 BOWERY,Manhattan,MN,1008519,531.0,7503.0,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99201823,40.72689606,1008519.0,34,0,1,0,cases/354 BOWERY_MANHATTAN_2012-12-15T00:00:00.csv,354 BOWERYManhattan
354 MELROSE STREET,Brooklyn,BK,3072097,3165.0,27.0,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT02,-73.92770440000001,40.70384149,3072097.0,136,0,27,0,cases/354 MELROSE STREET_BROOKLYN_2015-10-24T00:00:00.csv,354 MELROSE STREETBrooklyn
354 MELROSE STREET,Brooklyn,BK,3072097,3165.0,27.0,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT01,-73.92770440000001,40.70384149,3072097.0,136,0,27,0,cases/354 MELROSE STREET_BROOKLYN_2015-10-24T00:00:00.csv,354 MELROSE STREETBrooklyn
354 MELROSE STREET,Brooklyn,BK,3072097,3165.0,27.0,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT01,-73.92770440000001,40.70384149,3072097.0,136,0,27,0,cases/354 MELROSE STREET_BROOKLYN_2015-10-24T00:00:00.csv,354 MELROSE STREETBrooklyn
354 MELROSE STREET,Brooklyn,BK,3072097,3165.0,27.0,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT02,-73.92770440000001,40.70384149,3072097.0,136,0,27,0,cases/354 MELROSE STREET_BROOKLYN_2015-10-24T00:00:00.csv,354 MELROSE STREETBrooklyn
354 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2014-01-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081278J,011914PANEAC02,-73.98558746,40.74209739,1016748.0,0,0,0,0,,354 PARK AVENUE SOUTHManhattan
355 WEST 52 STREET,Manhattan,MN,1025239,1043.0,11.0,2014-05-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98687082,40.76449473,1025239.0,42,0,2,0,cases/355 WEST 52 STREET_MANHATTAN_2014-05-03T00:00:00.csv,355 WEST 52 STREETManhattan
356 BOWERY,Manhattan,MN,1008518,531.0,39.0,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99199299,40.726940500000005,1008518.0,298,10,57,0,cases/356 BOWERY_MANHATTAN_2012-12-15T00:00:00.csv,356 BOWERYManhattan
357 WEST 16 STREET,Manhattan,MN,1013045,740.0,6.0,2013-09-28,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35030552N,092813CNETZ01,-74.00367538,40.74220713,1013045.0,19,0,3,2,cases/357 WEST 16 STREET_MANHATTAN_2013-09-28T00:00:00.csv,357 WEST 16 STREETManhattan
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162.0,190.0,2013-12-08,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35064946L,120713PANEMR01,-74.17740484,40.60146102,5036681.0,11,0,0,0,cases/3575 VICTORY BOULEVARD_STATEN ISLAND_2013-12-08T00:00:00.csv,3575 VICTORY BOULEVARDStaten Island
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162.0,190.0,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.17740484,40.60146102,5036681.0,11,0,0,0,cases/3575 VICTORY BOULEVARD_STATEN ISLAND_2014-08-15T00:00:00.csv,3575 VICTORY BOULEVARDStaten Island
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162.0,190.0,2013-04-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000195R,,-74.17740484,40.60146102,5036681.0,11,0,0,0,cases/3575 VICTORY BOULEVARD_STATEN ISLAND_2013-04-12T00:00:00.csv,3575 VICTORY BOULEVARDStaten Island
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162.0,190.0,2015-07-31,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35137290M,073115PANEMR01,-74.17740484,40.60146102,5036681.0,11,0,1,0,cases/3575 VICTORY BOULEVARD_STATEN ISLAND_2015-07-31T00:00:00.csv,3575 VICTORY BOULEVARDStaten Island
36 EAST 58 STREET,Manhattan,MN,1081156,1293.0,50.0,2013-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97168301,40.76271721,1081156.0,14,1,3,0,cases/36 EAST 58 STREET_MANHATTAN_2013-04-19T00:00:00.csv,36 EAST 58 STREETManhattan
36-04 34 STREET,Queens,QN,4007960,602.0,34.0,2015-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92773758,40.75540992,4007960.0,6,0,1,0,cases/36-04 34 STREET_QUEENS_2015-04-19T00:00:00.csv,36-04 34 STREETQueens
36-04 34 STREET,Queens,QN,4007960,602.0,34.0,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168905L,031016CERMT02,-73.92773758,40.75540992,4007960.0,6,1,3,0,cases/36-04 34 STREET_QUEENS_2016-03-10T00:00:00.csv,36-04 34 STREETQueens
36-04 34 STREET,Queens,QN,4007960,602.0,34.0,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168906N,031016CERMT03,-73.92773758,40.75540992,4007960.0,6,1,3,0,cases/36-04 34 STREET_QUEENS_2016-03-10T00:00:00.csv,36-04 34 STREETQueens
36-04 34 STREET,Queens,QN,4007960,602.0,34.0,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168905L,031016CERMT03,-73.92773758,40.75540992,4007960.0,6,1,3,0,cases/36-04 34 STREET_QUEENS_2016-03-10T00:00:00.csv,36-04 34 STREETQueens
36-04 34 STREET,Queens,QN,4007960,602.0,34.0,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168906N,031016CERMT02,-73.92773758,40.75540992,4007960.0,6,1,3,0,cases/36-04 34 STREET_QUEENS_2016-03-10T00:00:00.csv,36-04 34 STREETQueens
36-11 30 AVENUE,Queens,QN,4009269,630.0,44.0,2012-06-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91678549,40.76502271,4009269.0,308,10,100,2,cases/36-11 30 AVENUE_QUEENS_2012-06-22T00:00:00.csv,36-11 30 AVENUEQueens
36-11 30 AVENUE,Queens,QN,4009269,630.0,44.0,2014-06-08,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095707X,060814CNEAC02,-73.91678549,40.76502271,4009269.0,308,10,73,0,cases/36-11 30 AVENUE_QUEENS_2014-06-08T00:00:00.csv,36-11 30 AVENUEQueens
36-13 164 STREET,Queens,QN,4119567,5287.0,12.0,2012-09-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34952098R,092812CNEGA01,-73.80154847,40.76227523,4119567.0,15,1,6,2,cases/36-13 164 STREET_QUEENS_2012-09-29T00:00:00.csv,36-13 164 STREETQueens
36-13 164 STREET,Queens,QN,4119567,5287.0,12.0,2012-09-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34952099Z,092812CNEGA01,-73.80154847,40.76227523,4119567.0,15,1,6,2,cases/36-13 164 STREET_QUEENS_2012-09-29T00:00:00.csv,36-13 164 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169019L,"062516CERMT01,02",-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169019L,062516CNERAC01,-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161247R,062516CNERAC01,-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161246P,"062516CERMT01,02",-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161246P,062516CNERAC01,-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-05-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35160836K,052116CNEJM02,-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-05-21T00:00:00.csv,36-14 31 STREETQueens
36-14 31 STREET,Queens,QN,4007869,599.0,35.0,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161247R,"062516CERMT01,02",-73.93036431,40.75634214,4007869.0,30,0,0,0,cases/36-14 31 STREET_QUEENS_2016-06-25T00:00:00.csv,36-14 31 STREETQueens
36-21 REVIEW AVENUE,Queens,QN,4003700,311.0,2.0,2013-03-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000146K,,-73.93732088,40.7340143,4003700.0,66,0,2,1,cases/36-21 REVIEW AVENUE_QUEENS_2013-03-01T00:00:00.csv,36-21 REVIEW AVENUEQueens
36-21 REVIEW AVENUE,Queens,QN,4003700,311.0,2.0,2013-03-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000145Z,,-73.93732088,40.7340143,4003700.0,66,0,2,1,cases/36-21 REVIEW AVENUE_QUEENS_2013-03-01T00:00:00.csv,36-21 REVIEW AVENUEQueens
36-21 STEINWAY STREET,Queens,QN,4010859,666.0,1.0,2015-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92368587,40.75286365,4010859.0,4,0,0,0,cases/36-21 STEINWAY STREET_QUEENS_2015-10-18T00:00:00.csv,36-21 STEINWAY STREETQueens
360 CENTRAL AVENUE,Brooklyn,BK,3076096,3323.0,37.0,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91924961,40.69443813,3076096.0,27,0,1,0,cases/360 CENTRAL AVENUE_BROOKLYN_2013-03-15T00:00:00.csv,360 CENTRAL AVENUEBrooklyn
360 PARK AVENUE,Manhattan,MN,1035713,1288.0,33.0,2012-12-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000254H,,-73.97321568,40.75890029,1035713.0,24,0,3,0,cases/360 PARK AVENUE_MANHATTAN_2012-12-02T00:00:00.csv,360 PARK AVENUEManhattan
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2016-06-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98558746,40.74209739,1016748.0,42,0,7,0,cases/360 PARK AVENUE SOUTH_MANHATTAN_2016-06-11T00:00:00.csv,360 PARK AVENUE SOUTHManhattan
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2017-06-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245282K,061017CNEMT04,-73.98558746,40.74209739,1016748.0,42,2,9,0,cases/360 PARK AVENUE SOUTH_MANHATTAN_2017-06-10T00:00:00.csv,360 PARK AVENUE SOUTHManhattan
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2014-01-19,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081280Z,,-73.98558746,40.74209739,1016748.0,42,0,4,0,cases/360 PARK AVENUE SOUTH_MANHATTAN_2014-01-19T00:00:00.csv,360 PARK AVENUE SOUTHManhattan
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2014-01-19,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081279L,,-73.98558746,40.74209739,1016748.0,42,0,4,0,cases/360 PARK AVENUE SOUTH_MANHATTAN_2014-01-19T00:00:00.csv,360 PARK AVENUE SOUTHManhattan
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855.0,24.0,2015-12-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137523Y,120615PANEWB01,-73.98558746,40.74209739,1016748.0,42,0,3,0,cases/360 PARK AVENUE SOUTH_MANHATTAN_2015-12-06T00:00:00.csv,360 PARK AVENUE SOUTHManhattan
360 TENEYCK STREET,Brooklyn,BK,3070834,3029.0,33.0,2013-12-14,VACATE,35022573M,,-73.9354554,40.71166213,3070834.0,5,0,1,0,cases/360 TENEYCK STREET_BROOKLYN_2013-12-14T00:00:00.csv,360 TENEYCK STREETBrooklyn
360 TENEYCK STREET,Brooklyn,BK,3070834,3029.0,33.0,2013-12-14,VACATE,35022572K,,-73.9354554,40.71166213,3070834.0,5,0,1,0,cases/360 TENEYCK STREET_BROOKLYN_2013-12-14T00:00:00.csv,360 TENEYCK STREETBrooklyn
360 TENEYCK STREET,Brooklyn,BK,3070834,3029.0,33.0,2014-03-13,VACATE,35022573M,,-73.9354554,40.71166213,3070834.0,5,0,1,0,cases/360 TENEYCK STREET_BROOKLYN_2014-03-13T00:00:00.csv,360 TENEYCK STREETBrooklyn
360 TENEYCK STREET,Brooklyn,BK,3070834,3029.0,33.0,2014-03-13,VACATE,35022572K,,-73.9354554,40.71166213,3070834.0,5,0,1,0,cases/360 TENEYCK STREET_BROOKLYN_2014-03-13T00:00:00.csv,360 TENEYCK STREETBrooklyn
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2013-02-23,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006498L,,-73.8431883,40.8794806,2065574.0,31,1,2,0,cases/3601 BOSTON ROAD_BRONX_2013-02-23T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2013-05-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806,2065574.0,31,0,2,0,cases/3601 BOSTON ROAD_BRONX_2013-05-17T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2016-10-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2016-10-01T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2013-11-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2013-11-22T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263658Z,071417CERJM03,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2017-07-14T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806,2065574.0,31,0,0,0,cases/3601 BOSTON ROAD_BRONX_2014-03-28T00:00:00.csv,3601 BOSTON ROADBronx
3601 BOSTON ROAD,Bronx,BX,2065574,4888.0,2.0,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263658Z,071417CERJM04,-73.8431883,40.8794806,2065574.0,31,0,1,0,cases/3601 BOSTON ROAD_BRONX_2017-07-14T00:00:00.csv,3601 BOSTON ROADBronx
